job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,salary_min,salary_max,average_salary,posted_year,posted_month,posted_quarter,posted_day_of_week,city,country_code,skill_count,tool_count,has_python,has_sql,has_r,has_excel,has_pandas,has_numpy,has_scikit_learn,has_tensorflow,has_pytorch,has_keras,has_huggingface,has_langchain,has_fastapi,has_flask,has_powerbi,has_mlflow,has_cuda,has_aws,has_azure,has_gcp,has_bigquery,has_kdb,has_reinforcement_learning,has_cloud,has_deep_learning,has_nlp_related,experience_level_num,company_size_num,salary_level
262,"James, Johnson and Pineda",Education,Data Scientist,"FastAPI, Pandas, Scikit-learn",Entry,Contract,"Maxwellburgh, JO",67972-161749,2025-07-22,Large,"Scikit-learn, PyTorch",67972,161749,114860.5,2025,7,3,Tuesday,Maxwellburgh,JO,3,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,Medium
263,Allen-Parker,Healthcare,Computer Vision Engineer,"FastAPI, Keras, TensorFlow, SQL, C++, GCP",Mid,Internship,"North Dakota, BJ",43847-66742,2025-03-30,Startup,"LangChain, KDB+, Scikit-learn",43847,66742,55294.5,2025,3,1,Sunday,North Dakota,BJ,6,3,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,Low
264,Russell and Sons,Automotive,Data Scientist,"Excel, CUDA, Reinforcement Learning, R, FastAPI, Keras",Mid,Remote,"Gallegosbury, MG",66723-83982,2024-12-08,Startup,KDB+,66723,83982,75352.5,2024,12,4,Sunday,Gallegosbury,MG,6,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,1,Low
265,"Peters, Mcdaniel and Adams",E-commerce,Data Analyst,"Excel, GCP, CUDA, Azure",Entry,Internship,"Pruittchester, PG",149030-200926,2024-02-18,Mid,"LangChain, BigQuery, MLflow",149030,200926,174978.0,2024,2,1,Sunday,Pruittchester,PG,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,2,Very High
266,Jones PLC,Retail,Quant Researcher,"Python, PyTorch, LangChain, Hugging Face, Power BI, Scikit-learn",Mid,Contract,"West Ricky, US",42247-66979,2024-11-13,Startup,"LangChain, PyTorch, FastAPI",42247,66979,54613.0,2024,11,4,Wednesday,West Ricky,US,6,3,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,Low
267,"Taylor, Ruiz and Padilla",Education,Data Analyst,"Scikit-learn, Excel, GCP, Python",Senior,Full-time,"Barnettburgh, BO",57957-133868,2025-04-18,Mid,"MLflow, FastAPI",57957,133868,95912.5,2025,4,2,Friday,Barnettburgh,BO,4,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,3,2,Medium
268,Johnson-Roberson,Retail,AI Product Manager,"FastAPI, MLflow, Pandas, Hugging Face, GCP, C++",Mid,Remote,"Port Rachel, HT",91662-156759,2024-10-06,Startup,"FastAPI, MLflow, Scikit-learn",91662,156759,124210.5,2024,10,4,Sunday,Port Rachel,HT,6,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,High
269,Carey and Sons,Healthcare,AI Researcher,"MLflow, Scikit-learn, R",Entry,Contract,"Lindastad, LB",123795-160363,2025-08-19,Startup,PyTorch,123795,160363,142079.0,2025,8,3,Tuesday,Lindastad,LB,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,High
270,"Willis, Smith and Norris",Finance,AI Product Manager,"SQL, Flask, Reinforcement Learning, C++",Entry,Remote,"South Aaron, MT",92753-165745,2025-08-19,Startup,"LangChain, BigQuery",92753,165745,129249.0,2025,8,3,Tuesday,South Aaron,MT,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,High
271,Gallagher Inc,E-commerce,AI Researcher,"LangChain, Excel, TensorFlow, Scikit-learn",Mid,Internship,"Cathyton, AL",94406-130758,2025-06-08,Startup,"LangChain, KDB+, BigQuery",94406,130758,112582.0,2025,6,2,Sunday,Cathyton,AL,4,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,Medium
272,Jones Inc,E-commerce,Computer Vision Engineer,"AWS, FastAPI, MLflow",Mid,Remote,"North Thomas, GM",105919-193927,2025-02-03,Large,MLflow,105919,193927,149923.0,2025,2,1,Monday,North Thomas,GM,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,3,High
273,Coleman-Yoder,Education,Data Scientist,"Azure, Hugging Face, Python",Entry,Internship,"Maxwellchester, LK",129469-211237,2024-02-19,Large,"Scikit-learn, MLflow",129469,211237,170353.0,2024,2,1,Monday,Maxwellchester,LK,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3,Very High
274,Mcdonald Ltd,Automotive,ML Engineer,"R, AWS, Azure",Entry,Remote,"New David, MG",68792-82411,2025-06-14,Large,"Scikit-learn, BigQuery",68792,82411,75601.5,2025,6,2,Saturday,New David,MG,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,3,Low
275,Anderson-Campbell,Education,AI Researcher,"CUDA, Power BI, SQL, Pandas",Mid,Contract,"Bestview, AG",92739-133823,2025-04-10,Mid,"Scikit-learn, FastAPI, KDB+",92739,133823,113281.0,2025,4,2,Thursday,Bestview,AG,4,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,Medium
276,"Garner, Massey and Lozano",E-commerce,Computer Vision Engineer,"Reinforcement Learning, Scikit-learn, Excel, SQL",Senior,Internship,"New Douglasburgh, TV",85651-149208,2025-04-29,Startup,"MLflow, BigQuery",85651,149208,117429.5,2025,4,2,Tuesday,New Douglasburgh,TV,4,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,Medium
277,"White, Waters and Johnson",Tech,Data Scientist,"MLflow, Keras, LangChain",Senior,Contract,"Daleville, CL",51635-124521,2025-03-04,Startup,PyTorch,51635,124521,88078.0,2025,3,1,Tuesday,Daleville,CL,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,Medium
278,Cox-Griffin,Tech,AI Product Manager,"C++, Scikit-learn, PyTorch, Pandas, Flask",Mid,Contract,"East Melissatown, IN",87231-97496,2023-12-26,Mid,MLflow,87231,97496,92363.5,2023,12,4,Tuesday,East Melissatown,IN,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,Medium
279,Smith Inc,Tech,NLP Engineer,"AWS, SQL, Excel",Entry,Contract,"Perezfurt, SZ",103271-157584,2025-09-19,Startup,"MLflow, LangChain, FastAPI",103271,157584,130427.5,2025,9,3,Friday,Perezfurt,SZ,3,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,High
280,Mason Inc,Automotive,Quant Researcher,"Reinforcement Learning, MLflow, TensorFlow, PyTorch, Keras",Mid,Contract,"Angelafurt, BT",43405-107147,2025-02-14,Large,PyTorch,43405,107147,75276.0,2025,2,1,Friday,Angelafurt,BT,5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,3,Low
281,Clark Group,Tech,Data Analyst,"Azure, TensorFlow, NumPy",Mid,Contract,"Lauraside, US",55825-93053,2025-04-26,Mid,"KDB+, BigQuery, MLflow",55825,93053,74439.0,2025,4,2,Saturday,Lauraside,US,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,2,2,Low
282,Sutton-Weber,Automotive,Data Analyst,"FastAPI, NumPy, C++, LangChain",Senior,Internship,"West Anna, MK",96220-194055,2024-12-13,Mid,LangChain,96220,194055,145137.5,2024,12,4,Friday,West Anna,MK,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,High
283,Stevenson Ltd,Retail,Computer Vision Engineer,"Flask, Excel, PyTorch, Scikit-learn, FastAPI, Keras",Entry,Contract,"Jeffreyport, IS",123561-166771,2024-01-19,Mid,"PyTorch, TensorFlow, MLflow",123561,166771,145166.0,2024,1,1,Friday,Jeffreyport,IS,6,3,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,High
284,Scott-Wright,Finance,Data Scientist,"Keras, MLflow, Excel",Senior,Remote,"Lake Shelly, CN",91175-121911,2025-08-03,Large,"LangChain, KDB+",91175,121911,106543.0,2025,8,3,Sunday,Lake Shelly,CN,3,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3,3,Medium
285,Gonzales-Charles,E-commerce,ML Engineer,"Azure, PyTorch, CUDA",Entry,Internship,"South Sarah, JO",84664-173228,2024-09-12,Startup,"KDB+, TensorFlow, LangChain",84664,173228,128946.0,2024,9,3,Thursday,South Sarah,JO,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,High
286,Saunders Inc,Automotive,Data Analyst,"CUDA, R, Hugging Face, PyTorch, AWS",Senior,Full-time,"Lake Lisafurt, ER",109743-171570,2025-06-05,Mid,BigQuery,109743,171570,140656.5,2025,6,2,Thursday,Lake Lisafurt,ER,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,3,2,High
287,Park PLC,E-commerce,AI Researcher,"Pandas, C++, R, MLflow",Senior,Internship,"Amandamouth, LT",55502-113844,2024-02-22,Startup,FastAPI,55502,113844,84673.0,2024,2,1,Thursday,Amandamouth,LT,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,Medium
288,Jimenez-Brown,Healthcare,Data Analyst,"Python, Pandas, R, Flask",Entry,Contract,"Stuartfurt, AL",47355-136323,2025-02-17,Startup,"PyTorch, MLflow",47355,136323,91839.0,2025,2,1,Monday,Stuartfurt,AL,4,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Medium
289,Mendoza-Smith,Retail,Quant Researcher,"PyTorch, TensorFlow, Hugging Face",Senior,Remote,"South Amy, FJ",143690-196277,2024-09-27,Mid,"MLflow, BigQuery, KDB+",143690,196277,169983.5,2024,9,3,Friday,South Amy,FJ,3,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3,2,Very High
290,Hartman-Torres,Tech,ML Engineer,"Python, AWS, R, Azure, Scikit-learn",Mid,Full-time,"Leeville, GD",56560-97606,2025-02-11,Large,LangChain,56560,97606,77083.0,2025,2,1,Tuesday,Leeville,GD,5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,3,Low
291,"Johnson, Humphrey and Walsh",Tech,AI Researcher,"Excel, NumPy, AWS, PyTorch, Pandas, CUDA",Mid,Contract,"Susanland, GQ",149782-235152,2025-04-07,Mid,Scikit-learn,149782,235152,192467.0,2025,4,2,Monday,Susanland,GQ,6,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,2,Very High
292,"Rose, Miller and Gonzalez",Automotive,AI Product Manager,"LangChain, Hugging Face, NumPy, Excel",Entry,Contract,"Perkinsbury, ES",127612-155925,2023-10-22,Large,"Scikit-learn, KDB+, BigQuery",127612,155925,141768.5,2023,10,4,Sunday,Perkinsbury,ES,4,3,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,High
293,Meyer-Randall,Education,AI Researcher,"FastAPI, LangChain, Pandas, NumPy, TensorFlow",Entry,Full-time,"East Tyler, UA",78409-151342,2025-06-12,Mid,"LangChain, FastAPI",78409,151342,114875.5,2025,6,2,Thursday,East Tyler,UA,5,2,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,Medium
294,"Knox, Diaz and Fowler",Education,Data Analyst,"AWS, MLflow, PyTorch",Mid,Internship,"New Monique, NZ",149023-169526,2024-09-11,Large,"LangChain, BigQuery, TensorFlow",149023,169526,159274.5,2024,9,3,Wednesday,New Monique,NZ,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,2,3,High
295,Arnold LLC,Healthcare,Quant Researcher,"PyTorch, Flask, Scikit-learn, AWS",Senior,Full-time,"Kathymouth, SB",64779-145970,2024-04-20,Startup,KDB+,64779,145970,105374.5,2024,4,2,Saturday,Kathymouth,SB,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,3,1,Medium
296,Durham LLC,Education,Data Analyst,"SQL, TensorFlow, AWS, Reinforcement Learning, GCP, NumPy",Senior,Remote,"Lake David, JO",69887-112524,2024-10-22,Large,PyTorch,69887,112524,91205.5,2024,10,4,Tuesday,Lake David,JO,6,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,3,3,Medium
297,"Robinson, Chang and Jimenez",Retail,Data Scientist,"Excel, Hugging Face, FastAPI, CUDA, MLflow, Flask",Entry,Full-time,"South Richardshire, DM",119337-178013,2024-11-08,Mid,"Scikit-learn, FastAPI, KDB+",119337,178013,148675.0,2024,11,4,Friday,South Richardshire,DM,6,3,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,2,High
298,"Dunn, Anderson and Barber",Tech,Data Analyst,"FastAPI, Pandas, Scikit-learn, PyTorch",Entry,Internship,"Melaniestad, ET",139462-194245,2025-01-14,Large,"LangChain, FastAPI",139462,194245,166853.5,2025,1,1,Tuesday,Melaniestad,ET,4,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,Very High
299,Lee Ltd,Automotive,ML Engineer,"NumPy, MLflow, CUDA, Azure, C++, GCP",Entry,Internship,"North Rebeccaton, LB",68689-117329,2024-06-12,Mid,LangChain,68689,117329,93009.0,2024,6,2,Wednesday,North Rebeccaton,LB,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,2,Medium
300,Powell and Sons,Automotive,AI Researcher,"C++, Python, TensorFlow, Keras, Excel",Mid,Contract,"South Angel, AL",87545-175294,2025-02-14,Mid,BigQuery,87545,175294,131419.5,2025,2,1,Friday,South Angel,AL,5,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,High
301,"Thompson, Bonilla and Caldwell",Finance,Data Scientist,"Keras, FastAPI, AWS, SQL, Excel, C++",Mid,Contract,"Wellsport, ER",96034-114094,2023-10-04,Mid,"LangChain, MLflow",96034,114094,105064.0,2023,10,4,Wednesday,Wellsport,ER,6,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,2,2,Medium
302,"Allen, Navarro and Palmer",Retail,Quant Researcher,"Reinforcement Learning, TensorFlow, Azure, CUDA, GCP, Hugging Face",Mid,Full-time,"Millerton, SA",71002-108691,2023-10-14,Mid,"Scikit-learn, LangChain, BigQuery",71002,108691,89846.5,2023,10,4,Saturday,Millerton,SA,6,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,2,2,Medium
303,Hunt-Richards,Healthcare,Data Analyst,"Pandas, TensorFlow, PyTorch, Power BI, GCP",Mid,Full-time,"Michaelview, TO",48576-127886,2023-11-25,Startup,"Scikit-learn, TensorFlow, PyTorch",48576,127886,88231.0,2023,11,4,Saturday,Michaelview,TO,5,3,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,1,Medium
304,Malone-Rodriguez,Retail,NLP Engineer,"Hugging Face, FastAPI, Python, NumPy",Senior,Contract,"North Johnstad, PY",133128-151676,2024-11-03,Mid,"Scikit-learn, TensorFlow, MLflow",133128,151676,142402.0,2024,11,4,Sunday,North Johnstad,PY,4,3,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,High
305,Shields Group,Retail,AI Product Manager,"Azure, SQL, Hugging Face, R, LangChain",Mid,Remote,"West Savannahbury, WS",72195-154714,2025-08-12,Large,"PyTorch, TensorFlow",72195,154714,113454.5,2025,8,3,Tuesday,West Savannahbury,WS,5,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,Medium
306,"Ball, Vasquez and Morales",E-commerce,AI Researcher,"PyTorch, AWS, Python, Scikit-learn",Entry,Internship,"West Dianastad, KM",70554-81212,2025-07-09,Mid,"BigQuery, FastAPI",70554,81212,75883.0,2025,7,3,Wednesday,West Dianastad,KM,4,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,2,Low
307,"Johnson, Zuniga and Martinez",E-commerce,Data Scientist,"Azure, AWS, Keras, R, FastAPI",Entry,Internship,"Williamberg, TG",72299-109340,2024-02-17,Large,"BigQuery, MLflow, LangChain",72299,109340,90819.5,2024,2,1,Saturday,Williamberg,TG,5,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,3,Medium
308,Bryan-Rios,Tech,Computer Vision Engineer,"Keras, Azure, Hugging Face, CUDA, MLflow",Mid,Full-time,"Lake Williamton, BT",80922-120813,2023-12-18,Mid,PyTorch,80922,120813,100867.5,2023,12,4,Monday,Lake Williamton,BT,5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2,2,Medium
309,"Williams, Garza and Hill",Education,Data Analyst,"Reinforcement Learning, SQL, AWS, FastAPI, TensorFlow, PyTorch",Senior,Internship,"Gateschester, PW",115164-135686,2023-11-14,Large,"BigQuery, MLflow",115164,135686,125425.0,2023,11,4,Tuesday,Gateschester,PW,6,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,3,3,High
310,Graves Group,Healthcare,Computer Vision Engineer,"Pandas, Scikit-learn, Excel, TensorFlow, GCP",Entry,Remote,"Port Michael, KM",100207-146233,2024-02-01,Startup,"MLflow, LangChain, KDB+",100207,146233,123220.0,2024,2,1,Thursday,Port Michael,KM,5,3,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,High
311,"Rogers, Davila and Ashley",Tech,Computer Vision Engineer,"FastAPI, Keras, PyTorch, GCP, Excel",Senior,Contract,"North Jamesstad, BO",121180-193454,2023-12-06,Startup,"KDB+, Scikit-learn",121180,193454,157317.0,2023,12,4,Wednesday,North Jamesstad,BO,5,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,3,1,High
312,Strickland-Werner,Automotive,Data Scientist,"GCP, Excel, CUDA",Mid,Full-time,"Port Alicia, UY",71373-133244,2024-10-21,Large,"MLflow, LangChain, KDB+",71373,133244,102308.5,2024,10,4,Monday,Port Alicia,UY,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,2,3,Medium
313,"Moreno, Wood and Murillo",E-commerce,Data Scientist,"SQL, Flask, AWS, Reinforcement Learning, FastAPI, LangChain",Mid,Internship,"North Brittany, TL",41433-118102,2024-05-03,Startup,"LangChain, KDB+, PyTorch",41433,118102,79767.5,2024,5,2,Friday,North Brittany,TL,6,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,2,1,Low
314,"Singleton, Simon and Harper",Healthcare,ML Engineer,"FastAPI, Scikit-learn, Pandas, Azure, Reinforcement Learning",Entry,Contract,"Padillashire, KW",134278-152472,2024-11-30,Large,KDB+,134278,152472,143375.0,2024,11,4,Saturday,Padillashire,KW,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,High
315,"Dunn, Snyder and Nichols",Finance,AI Researcher,"LangChain, Hugging Face, Keras, Azure, Excel, FastAPI",Mid,Internship,"Port John, LA",52404-71046,2025-06-11,Startup,Scikit-learn,52404,71046,61725.0,2025,6,2,Wednesday,Port John,LA,6,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,Low
316,"Wallace, Gonzales and Wilkins",Automotive,NLP Engineer,"R, MLflow, Azure, Scikit-learn",Entry,Internship,"Josebury, LY",98266-145572,2024-07-27,Mid,PyTorch,98266,145572,121919.0,2024,7,3,Saturday,Josebury,LY,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2,High
317,Turner-Mccarthy,Finance,Data Analyst,"NumPy, R, MLflow, Flask, TensorFlow",Mid,Contract,"Ryanberg, MX",134179-212706,2025-03-12,Mid,"Scikit-learn, BigQuery, MLflow",134179,212706,173442.5,2025,3,1,Wednesday,Ryanberg,MX,5,3,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,2,Very High
318,"Reyes, Miller and Burke",Retail,ML Engineer,"Scikit-learn, R, TensorFlow, Power BI, Azure",Mid,Internship,"West Julie, ZM",66368-81382,2024-06-22,Mid,"PyTorch, LangChain",66368,81382,73875.0,2024,6,2,Saturday,West Julie,ZM,5,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,2,Low
319,"Russell, Kim and Harris",Retail,AI Product Manager,"Keras, Python, Reinforcement Learning, Scikit-learn",Mid,Full-time,"South Staceyview, PY",115773-215403,2024-09-15,Startup,"KDB+, MLflow, TensorFlow",115773,215403,165588.0,2024,9,3,Sunday,South Staceyview,PY,4,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,Very High
320,Miller-Holland,E-commerce,NLP Engineer,"Flask, NumPy, Keras, AWS, SQL",Entry,Contract,"Lake Nicole, SB",130032-174733,2024-02-19,Startup,LangChain,130032,174733,152382.5,2024,2,1,Monday,Lake Nicole,SB,5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,High
321,Anthony-Gould,Automotive,AI Researcher,"Hugging Face, Azure, NumPy, Scikit-learn, Pandas",Senior,Full-time,"Davisstad, HR",105292-172671,2024-09-22,Large,"PyTorch, Scikit-learn, FastAPI",105292,172671,138981.5,2024,9,3,Sunday,Davisstad,HR,5,3,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3,3,High
322,Adams-Hill,Automotive,NLP Engineer,"Azure, R, CUDA",Senior,Full-time,"Lewisville, PW",98122-119896,2024-12-18,Large,"MLflow, PyTorch, FastAPI",98122,119896,109009.0,2024,12,4,Wednesday,Lewisville,PW,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,3,3,Medium
323,Salas Inc,Retail,AI Product Manager,"Excel, Keras, GCP, MLflow",Senior,Full-time,"West Veronica, CN",122419-186888,2024-10-01,Mid,"BigQuery, TensorFlow, FastAPI",122419,186888,154653.5,2024,10,4,Tuesday,West Veronica,CN,4,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,3,2,High
324,Morrison-Patel,Education,AI Researcher,"Pandas, Excel, NumPy, LangChain",Senior,Internship,"South Brianfurt, VE",73317-167850,2025-01-01,Startup,"Scikit-learn, FastAPI",73317,167850,120583.5,2025,1,1,Wednesday,South Brianfurt,VE,4,2,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,High
325,Moyer-Simpson,Healthcare,Data Scientist,"Pandas, FastAPI, Scikit-learn, AWS",Mid,Remote,"Lake Ricky, CF",52740-129282,2025-01-25,Mid,"MLflow, TensorFlow",52740,129282,91011.0,2025,1,1,Saturday,Lake Ricky,CF,4,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,2,2,Medium
326,Jimenez PLC,Finance,AI Product Manager,"MLflow, Scikit-learn, Python, Reinforcement Learning, C++",Mid,Contract,"East Sandra, CR",130522-169280,2024-01-21,Mid,"FastAPI, Scikit-learn, MLflow",130522,169280,149901.0,2024,1,1,Sunday,East Sandra,CR,5,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,High
327,Atkinson-Gonzales,Tech,NLP Engineer,"FastAPI, Azure, LangChain, GCP",Entry,Internship,"Jonathanland, LB",146948-163508,2024-07-30,Mid,KDB+,146948,163508,155228.0,2024,7,3,Tuesday,Jonathanland,LB,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,High
328,Cook LLC,Tech,Quant Researcher,"Reinforcement Learning, Hugging Face, Scikit-learn, C++",Senior,Internship,"Erikastad, TJ",63681-156946,2025-04-17,Mid,MLflow,63681,156946,110313.5,2025,4,2,Thursday,Erikastad,TJ,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,Medium
329,Wagner Inc,Tech,Quant Researcher,"Azure, PyTorch, Keras",Mid,Full-time,"Lake Kelseystad, LB",102993-176878,2024-08-06,Mid,"TensorFlow, MLflow, FastAPI",102993,176878,139935.5,2024,8,3,Tuesday,Lake Kelseystad,LB,3,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2,2,High
330,Galloway-Martinez,Tech,ML Engineer,"Pandas, FastAPI, TensorFlow, SQL",Senior,Full-time,"Michaelland, VC",146286-228405,2024-04-02,Large,MLflow,146286,228405,187345.5,2024,4,2,Tuesday,Michaelland,VC,4,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,Very High
331,Love-Rhodes,Retail,Data Scientist,"AWS, Power BI, R, NumPy, Scikit-learn, LangChain",Senior,Internship,"Port Elizabeth, CZ",55546-105329,2024-04-15,Startup,"KDB+, FastAPI, LangChain",55546,105329,80437.5,2024,4,2,Monday,Port Elizabeth,CZ,6,3,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,3,1,Medium
